wed apr 17 2013 10 00am 11 00am,computer class vietnamese,chinatown,adults,computer class
wed apr 17 2013 10 00am 12 00pm,introduction internet internet basics including how,mid valley regional,adults,computer class
wed apr 17 2013 12 00pm,computer basics introduction computer usage topics covered include use,arroyo seco regional,adults,computer class
wed apr 17 2013 12 00pm,computer comfort beginners learn basics internet email,cypress park,adults,computer class
