6 miles northeast cody,alpine,antelope butte ski area,arminto,atlantic city,beartooth lake,big horn mountains west buffalo,boysen dam,buffalo,canyon ranger station,casper,casper mountain,cody,cowboy village togwotee pass,east entrance yellowstone np,fort washakie,grand targhee ski area,grass creek,hiland,hudson,jeffrey city,kemmerer,kirby,lake desmet,lake yellowstone,lander,location,lysite,mammoth,mayoworth,meeteetse,moose,old faithful,owl creek mountains,pinedale,red canyon,rendezvous peak jackson hole ski area,riverton,shoshoni,sinks canyon,smoot,snake river ranger station,snow king ski area,south pass city,storm total snowfall march 26 27 2003,thermopolis,tower falls,white pine ski area,near independence rock,near pinnacle butte
12,6,17,4,12,12,20,9 10,3 5,6,6 8,10 14,6 8,9 10,6,7 8,28 30,12,5,7,1,4 5,6,2 3,7,10 12,snowfall inches,4 5,4,6 8,11,9,6,15,2 3,12,27,5 7,3,16,2,8,10,18 20,None,8 10,4,9,6 8,12 18
